stfips,county_name,state,cat_rucc,air_EQI_22July2013,water_EQI_22July2013,land_EQI_22July2013,sociod_EQI_22July2013,built_EQI_22July2013,EQI_22July2013,RUCC1_air_EQI_22July2013,RUCC1_water_EQI_22July2013,RUCC1_land_EQI_22July2013,RUCC1_sociod_EQI_22July2013,RUCC1_built_EQI_22July2013,RUCC1_EQI_22July2013,RUCC2_air_EQI_22July2013,RUCC2_water_EQI_22July2013,RUCC2_land_EQI_22July2013,RUCC2_sociod_EQI_22July2013,RUCC2_built_EQI_22July2013,RUCC2_EQI_22July2013,RUCC3_air_EQI_22July2013,RUCC3_water_EQI_22July2013,RUCC3_land_EQI_22July2013,RUCC3_sociod_EQI_22July2013,RUCC3_built_EQI_22July2013,RUCC3_EQI_22July2013,RUCC4_air_EQI_22July2013,RUCC4_water_EQI_22July2013,RUCC4_land_EQI_22July2013,RUCC4_sociod_EQI_22July2013,RUCC4_built_EQI_22July2013,RUCC4_EQI_22July2013
48335,Mitchell County,TX,3,-1.497149,0.6225622,-0.2356954,-1.103805,-0.3039007,-1.004566,,,,,,,,,,,,,-2.002233,0.594583,-0.1688167,-0.7722272,-0.6977336,-0.7797716,,,,,,
48337,Montague County,TX,3,-0.3565115,0.6432337,-0.8409239,-0.5832682,0.5222818,-0.271353,,,,,,,,,,,,,-0.2339029,0.606005,-0.807506,-0.3085747,0.2502671,-0.1403851,,,,,,
48339,Montgomery County,TX,1,1.377988,0.914612,-1.483904,1.072199,0.5553203,0.8517503,0.8392312,0.8418935,-1.720211,-0.4563757,0.3353312,0.2767654,,,,,,,,,,,,,,,,,,
48341,Moore County,TX,3,-0.0771198,0.6905025,0.0720605,-0.7055481,0.1555772,-0.0909706,,,,,,,,,,,,,0.1559009,0.6590319,0.094721,-0.3655497,0.0589115,0.0628205,,,,,,
48343,Morris County,TX,3,0.2555824,0.0629624,-4.628955,-0.6420437,-0.2550174,-1.527263,,,,,,,,,,,,,0.6310896,0.0135614,-4.547259,-0.5122269,-0.6771476,-2.164796,,,,,,
48345,Motley County,TX,4,-2.441062,0.2648794,-0.1716656,-0.8534992,-3.142338,-2.320003,,,,,,,,,,,,,,,,,,,-1.423723,0.4734051,-0.0920727,-0.400948,-1.987299,-1.006633
48347,Nacogdoches Count,TX,2,0.755586,0.6121395,-0.5317262,-1.135807,0.6837241,0.0439461,,,,,,,0.5687937,0.5005209,-0.5687313,-1.398583,0.2115973,-0.5719052,,,,,,,,,,,,
48349,Navarro County,TX,2,0.4134292,0.6239737,-0.3655527,-0.7214032,0.3297067,0.0030488,,,,,,,-0.208427,0.5160932,-0.4550736,-0.8447044,-0.8169209,-0.6767633,,,,,,,,,,,,
48351,Newton County,TX,4,0.4068263,0.5963852,-1.883697,-1.326778,-1.963472,-1.493649,,,,,,,,,,,,,,,,,,,1.798134,0.8560246,-1.62306,-0.9381522,-1.096144,-1.484071
48353,Nolan County,TX,3,-0.2389008,0.739484,-0.0178174,-1.08425,1.014118,0.0040502,,,,,,,,,,,,,-0.0162144,0.7002622,0.0186093,-0.7642779,1.341278,0.2374368,,,,,,
48355,Nueces County,TX,1,0.855969,0.5635187,-0.2716466,-0.6886632,1.090183,0.4614879,0.2925733,0.4944884,-0.3067287,1.642495,1.0073,-0.0357662,,,,,,,,,,,,,,,,,,
48357,Ochiltree County,TX,3,-0.5099917,0.6700644,-4.257682,-0.4049968,0.2025245,-1.319701,,,,,,,,,,,,,-0.4619076,0.6397272,-4.214937,0.0220145,0.3792718,-1.661594,,,,,,
48359,Oldham County,TX,4,-1.886255,0.6836653,0.0417235,-0.7767891,-3.125721,-1.953016,,,,,,,,,,,,,,,,,,,-0.8732243,0.9044946,0.0600709,-0.3171718,-2.016965,-0.8109577
48361,Orange County,TX,1,1.554522,0.6040547,-0.9939012,-0.030558,0.5158846,0.5547403,1.026179,0.5332965,-1.20222,0.5831037,0.3254007,0.0877279,,,,,,,,,,,,,,,,,,
48363,Palo Pinto County,TX,3,0.049274,0.6127424,-0.6282547,-0.6182325,0.9868285,0.0793555,,,,,,,,,,,,,0.4234145,0.5738083,-0.557848,-0.2663287,0.9485719,0.2294814,,,,,,
48365,Panola County,TX,3,0.4780936,0.5772815,-1.052117,-0.4010461,-0.3892863,-0.3132879,,,,,,,,,,,,,0.9801213,0.5368342,-0.9827647,-0.1317136,-0.6606494,-0.4445972,,,,,,
48367,Parker County,TX,1,0.1439708,0.651349,-0.9625179,0.8097812,0.4471519,0.3772352,-0.8854687,0.5918494,-1.082425,-0.4633238,0.2545961,-0.4153459,,,,,,,,,,,,,,,,,,
48369,Parmer County,TX,3,-1.123437,0.7130159,0.2905066,-1.089626,-2.706507,-1.579423,,,,,,,,,,,,,-1.474997,0.6833321,0.2924152,-0.9232535,-3.369629,-1.646206,,,,,,
48371,Pecos County,TX,3,-0.5198296,0.6631414,-0.037598,-1.417923,0.3646339,-0.477934,,,,,,,,,,,,,-0.4257525,0.6349698,0.0563019,-1.124114,0.0422021,-0.3326774,,,,,,
48373,Polk County,TX,3,-0.1009671,0.6780315,-1.163644,-0.8121722,0.263011,-0.4476126,,,,,,,,,,,,,0.156102,0.6363697,-1.033819,-0.4936644,0.0420576,-0.463666,,,,,,
48375,Potter County,TX,1,0.495189,-0.3002154,-0.3694379,-0.9381569,1.478438,0.1920279,-0.2177502,-0.3128541,-0.4808432,1.757493,1.37324,-0.3593594,,,,,,,,,,,,,,,,,,
48377,Presidio County,TX,3,-2.318223,0.640935,0.1626963,-3.478879,-0.7267398,-2.240323,,,,,,,,,,,,,-3.273288,0.6104364,0.363835,-3.562881,-1.205484,-2.181446,,,,,,
48379,Rains County,TX,4,-0.4291767,0.6059167,-4.511994,-0.5462503,-0.1369654,-1.552029,,,,,,,,,,,,,,,,,,,0.8162283,0.8640431,-3.892657,-0.1117096,0.269633,-1.531903
48381,Randall County,TX,1,0.3354611,0.6977757,-0.248442,1.156681,0.3459041,0.747722,-0.4696415,0.6634631,-0.3308055,-0.5632555,0.091614,0.0263443,,,,,,,,,,,,,,,,,,
48383,Reagan County,TX,3,-2.302024,-0.3576242,-0.2694257,-0.8518144,-0.5977666,-1.489019,,,,,,,,,,,,,-3.204292,-0.388431,-0.1818599,-0.4959857,-0.4711282,-1.197112,,,,,,
48385,Real County,TX,4,-1.914318,0.5213881,-0.3724125,-1.459602,-0.3054535,-1.34403,,,,,,,,,,,,,,,,,,,-0.8404385,0.7612891,-0.2905262,-0.8445939,0.3727558,-0.4738058
48387,Red River County,TX,3,-0.4624208,0.5965499,-0.1926491,-0.9908432,-0.5449162,-0.6809228,,,,,,,,,,,,,-0.494836,0.5607855,-0.121444,-0.8276137,-1.16077,-0.6343614,,,,,,
48389,Reeves County,TX,3,-0.4378157,0.6748397,0.1921282,-2.832777,-0.2908614,-1.163684,,,,,,,,,,,,,-0.3074015,0.6462082,0.2640542,-2.821748,-0.3481359,-1.262269,,,,,,
48391,Refugio County,TX,3,-0.2623926,-0.0199956,-0.5271622,-1.012138,0.155884,-0.5731711,,,,,,,,,,,,,-0.156224,-0.0749316,-0.5005689,-0.8397049,0.2493554,-0.5492678,,,,,,
48393,Roberts County,TX,4,-1.416806,-0.2936629,-0.6065426,0.8021877,-2.177302,-1.203197,,,,,,,,,,,,,,,,,,,-0.3831739,-0.1247786,-0.5080615,1.634424,-1.308415,0.0479621
48395,Robertson County,TX,1,-0.2356804,0.0028973,-0.7730147,-1.042189,-0.4801485,-0.8709821,-1.638297,-0.042015,-0.8790486,1.459718,-0.8947821,-1.725585,,,,,,,,,,,,,,,,,,
48397,Rockwall County,TX,1,0.6878735,-1.543205,-0.2803874,2.343878,0.9268693,1.107522,-0.0794947,-1.55275,-0.4932535,-1.894545,0.8857453,0.4302906,,,,,,,,,,,,,,,,,,
48399,Runnels County,TX,3,-0.7919951,0.6846975,0.0694442,-1.092312,1.170151,-0.1211746,,,,,,,,,,,,,-0.8768426,0.6462258,0.1038618,-0.9087206,1.127784,0.22954,,,,,,
48401,Rusk County,TX,1,0.547641,0.6171632,-0.8311321,-0.3553095,-0.1977266,-0.1327632,-0.3981245,0.545692,-1.014388,0.7079797,-0.492874,-0.8313146,,,,,,,,,,,,,,,,,,
48403,Sabine County,TX,4,-0.5971059,0.5905541,-1.315438,-1.42107,-0.7545276,-1.282894,,,,,,,,,,,,,,,,,,,0.679814,0.8538299,-1.153714,-0.6212081,-0.0599283,-0.9403577
48405,San Augustine Cou,TX,4,-0.2526025,0.5478786,-1.095924,-1.262077,-0.2960831,-0.8818555,,,,,,,,,,,,,,,,,,,1.066951,0.8104746,-0.9298993,-0.6777985,0.1946092,-0.6063886
48407,San Jacinto Count,TX,1,-0.1551701,0.6482225,-1.556193,-0.5617046,-1.697072,-1.198699,-1.423371,0.5782625,-1.899727,0.8161727,-2.244698,-2.185744,,,,,,,,,,,,,,,,,,
48409,San Patricio Coun,TX,1,0.3894949,0.5541685,-0.5313495,-0.6182233,0.2688724,-0.0471885,-0.495071,0.4835121,-0.554939,1.310454,0.0360795,-0.7166986,,,,,,,,,,,,,,,,,,
48411,San Saba County,TX,3,-1.091477,0.6454981,-0.1421968,-0.9907504,0.9455573,-0.3347668,,,,,,,,,,,,,-1.373062,0.6110451,-0.0281968,-0.7914508,0.8377029,0.0158443,,,,,,
48413,Schleicher County,TX,4,-1.427715,0.669046,0.002506,-1.207956,-2.02001,-1.56959,,,,,,,,,,,,,,,,,,,-0.3103723,0.9080135,0.0303575,-1.066186,-1.264609,-0.7053586
48415,Scurry County,TX,3,-0.7479688,0.6828677,0.0950993,-0.6962995,-0.30992,-0.4858336,,,,,,,,,,,,,-0.8239184,0.6475347,0.1383924,-0.2778481,-0.2478506,-0.280951,,,,,,
48417,Shackelford Count,TX,4,-1.417181,0.69034,-0.1251372,0.0030397,-0.5087875,-0.5836654,,,,,,,,,,,,,,,,,,,-0.3576061,0.9250243,-0.0919253,0.3287135,0.1886427,0.4326901
48419,Shelby County,TX,3,0.0875031,0.6062846,-1.086356,-0.9885597,-0.4790172,-0.7113665,,,,,,,,,,,,,0.4055214,0.5630596,-0.990325,-0.7273691,-0.804357,-0.8691121,,,,,,
48421,Sherman County,TX,4,-1.493596,-0.2874569,0.4066175,-0.5951816,-0.096432,-0.7247895,,,,,,,,,,,,,,,,,,,-0.4576386,-0.1110326,0.4266197,-0.2772596,0.2266851,0.3318664
48423,Smith County,TX,1,0.8992778,0.6161098,-4.542598,0.0489284,0.8144219,-0.521041,0.1769273,0.5490046,-4.835929,0.682712,0.5654476,-1.360366,,,,,,,,,,,,,,,,,,
48425,Somervell County,TX,4,0.116334,0.6139929,-1.345359,0.2437209,0.7247258,0.1380747,,,,,,,,,,,,,,,,,,,1.483213,0.8627303,-1.194748,0.7769044,1.14435,0.5062012
48427,Starr County,TX,2,-0.2780854,0.6113194,-0.2299011,-4.80999,-0.5526203,-2.090173,,,,,,,-1.570355,0.5170882,-0.3633708,-5.600837,-2.668973,-3.820167,,,,,,,,,,,,
48429,Stephens County,TX,3,-0.7785519,0.6761829,-0.1901074,-0.6304095,1.341587,0.0489517,,,,,,,,,,,,,-0.8588804,0.6376479,-0.0591661,-0.1572554,1.360359,0.4411378,,,,,,
48431,Sterling County,TX,4,-2.196059,0.0684853,-0.3673855,-0.7148772,-2.926987,-2.19444,,,,,,,,,,,,,,,,,,,-1.177865,0.2590831,-0.2812795,-0.1692804,-1.877005,-0.9515138
48433,Stonewall County,TX,4,-1.997988,-0.3588051,0.0436891,-1.210434,-0.6616517,-1.456593,,,,,,,,,,,,,,,,,,,-0.9360427,-0.1803994,0.084934,-0.6138891,0.1131329,-0.3739011
48435,Sutton County,TX,3,-1.613302,0.6703759,-0.0296496,-1.08023,0.4230345,-0.7051836,,,,,,,,,,,,,-2.15126,0.6363187,0.1285635,-0.65917,0.5782225,-0.3329734,,,,,,
48437,Swisher County,TX,3,-0.7896326,0.6809613,0.1413381,-0.8491398,-0.0360948,-0.4467654,,,,,,,,,,,,,-0.8978595,0.6530992,0.1479987,-0.681743,-0.4457825,-0.2125212,,,,,,
48439,Tarrant County,TX,1,1.357827,0.6393339,-0.506691,0.6042807,0.9974055,1.046882,0.9120052,0.5799255,-0.6089016,0.2502092,0.9503682,0.5821585,,,,,,,,,,,,,,,,,,
48441,Taylor County,TX,1,0.2859644,0.669779,-0.0547081,-0.2927042,0.9991076,0.4615737,-0.4382132,0.6174834,-0.118265,1.125221,0.8494548,-0.1582005,,,,,,,,,,,,,,,,,,
48443,Terrell County,TX,4,-3.024035,-0.3517955,-0.0796335,-2.227063,0.4781339,-1.822312,,,,,,,,,,,,,,,,,,,-2.068249,-0.1649482,-0.0389874,-1.661036,0.9531357,-0.6637039
48445,Terry County,TX,3,-0.251477,0.7285849,-0.3653715,-1.394288,-0.7427621,-0.8572308,,,,,,,,,,,,,-0.0244576,0.6975687,-0.3704672,-1.219463,-1.067295,-0.9384724,,,,,,
48447,Throckmorton Coun,TX,4,-2.046063,0.6408164,-0.1613259,-0.7739527,-1.205778,-1.373692,,,,,,,,,,,,,,,,,,,-1.008594,0.8801586,-0.1327797,-0.128317,-0.6052547,-0.2767257
48449,Titus County,TX,3,0.8639635,0.6050048,-4.603286,-0.7974524,0.4044701,-1.025768,,,,,,,,,,,,,1.466994,0.562666,-4.520407,-0.4777746,0.0992067,-1.663085,,,,,,
48451,Tom Green County,TX,1,0.2540869,0.6992043,0.1422179,-0.4943429,0.981041,0.4270084,-0.5782256,0.6468589,0.1108221,1.352047,0.9206232,-0.178576,,,,,,,,,,,,,,,,,,
48453,Travis County,TX,1,1.240481,0.6375431,0.0539236,0.5752109,1.161251,1.210259,0.8074207,0.5753032,-0.00282,0.5348137,1.104557,0.7732737,,,,,,,,,,,,,,,,,,
48455,Trinity County,TX,4,-0.1003798,0.6448083,-1.198717,-0.9987373,-0.9609492,-0.9802333,,,,,,,,,,,,,,,,,,,1.289247,0.9063735,-1.034045,-0.5817961,-0.1612785,-0.698552
48457,Tyler County,TX,3,0.0040021,0.6023399,-1.333367,-0.7763833,-0.6124489,-0.7773076,,,,,,,,,,,,,0.3015737,0.5651727,-1.21536,-0.51848,-1.071157,-0.9471309,,,,,,
48459,Upshur County,TX,1,0.491931,0.5925665,-4.656349,0.0401461,-0.6057225,-1.219338,-0.4698219,0.5221245,-5.032666,0.17543,-0.9888849,-2.245068,,,,,,,,,,,,,,,,,,
48461,Upton County,TX,4,-1.716831,0.2665403,-0.2504444,-1.421524,-0.36499,-1.296052,,,,,,,,,,,,,,,,,,,-0.6924575,0.4829894,-0.1881828,-1.129679,0.1950575,-0.4440273
48463,Uvalde County,TX,3,-0.1652629,0.5739759,0.137998,-1.816727,0.4680519,-0.4372172,,,,,,,,,,,,,0.0957259,0.5372863,0.1780436,-1.6716,0.3678016,-0.3656238,,,,,,
48465,Val Verde County,TX,2,-0.10297,0.5760754,-0.0660701,-2.106406,0.269546,-0.6551458,,,,,,,-1.156973,0.4732925,-0.1016261,-2.681924,-0.6235027,-1.648597,,,,,,,,,,,,
48467,Van Zandt County,TX,3,0.155654,0.6163583,-0.7828109,-0.0872545,-0.1436137,-0.1338097,,,,,,,,,,,,,0.5474263,0.577363,-0.7299993,0.007675,-0.6302481,-0.1021075,,,,,,
48469,Victoria County,TX,1,0.887959,0.5974539,-0.687143,-0.0265262,1.143098,0.6361941,0.1938001,0.529178,-0.8319573,0.7339285,0.9443529,0.0945663,,,,,,,,,,,,,,,,,,
48471,Walker County,TX,2,0.6353297,0.6186106,-0.8697308,-0.7179362,-0.336311,-0.3020049,,,,,,,0.3189964,0.5111569,-0.9677431,-0.922844,-1.922392,-1.190249,,,,,,,,,,,,
48473,Waller County,TX,1,0.520266,0.6348166,-0.7548475,-0.6156825,-0.7640188,-0.4235509,-0.4677224,0.5656323,-0.8353965,1.314105,-1.140872,-1.149817,,,,,,,,,,,,,,,,,,
48475,Ward County,TX,3,-0.4631051,0.6839322,-0.4384761,-1.171602,0.6621802,-0.3632846,,,,,,,,,,,,,-0.3506784,0.6546213,-0.3390438,-0.9279867,0.8462465,-0.2126311,,,,,,
48477,Washington County,TX,3,0.3995544,0.6191303,-0.2765456,-0.096213,1.077623,0.5337448,,,,,,,,,,,,,0.8998376,0.574249,-0.2407715,0.3760269,1.32398,0.7550634,,,,,,
48479,Webb County,TX,1,0.6131957,0.5946018,-0.2789803,-2.394694,0.5775705,-0.4595228,-0.0092273,0.5358583,-0.4066589,3.418995,0.4187829,-0.9765415,,,,,,,,,,,,,,,,,,
48481,Wharton County,TX,2,0.2091898,0.6395479,-0.0729182,-0.5749025,0.321445,0.0693621,,,,,,,-0.7502835,0.5325491,-0.2461059,-0.702844,-0.3381194,-0.5805848,,,,,,,,,,,,
48483,Wheeler County,TX,4,-1.529564,0.7266329,-0.2906584,-0.5563764,-1.23575,-1.140996,,,,,,,,,,,,,,,,,,,-0.4777713,0.9512918,-0.2129867,0.1373018,-0.5374621,-0.1915633
48485,Wichita County,TX,1,0.5737536,0.6945463,-0.3010309,-0.134849,1.052737,0.5779836,-0.1969062,0.6490449,-0.376234,0.8775579,0.9683901,-0.0020676,,,,,,,,,,,,,,,,,,
48487,Wilbarger County,TX,3,0.0010531,0.6812553,-0.1147351,-0.4443443,0.7158508,0.1864582,,,,,,,,,,,,,0.3102031,0.6469877,-0.0904205,-0.0201014,0.7211537,0.4067131,,,,,,
48489,Willacy County,TX,3,-0.4179973,0.6002192,-0.0568466,-3.149139,-1.224897,-1.701184,,,,,,,,,,,,,-0.3459817,0.5546117,-0.0054788,-3.367515,-1.719297,-2.00298,,,,,,
48491,Williamson County,TX,1,0.8766215,0.6081697,0.1850141,1.923508,0.3577999,1.338539,0.2156733,0.5501525,0.1654396,-1.305752,0.1709498,0.7310134,,,,,,,,,,,,,,,,,,
48493,Wilson County,TX,1,0.1319885,0.5623426,-0.4101048,0.3331231,-0.4798793,-0.0096792,-0.9986789,0.4956719,-0.484779,-0.1323604,-0.7866966,-0.8094202,,,,,,,,,,,,,,,,,,
48495,Winkler County,TX,3,-0.4038075,0.6739264,-1.126627,-1.54445,0.111095,-0.8795301,,,,,,,,,,,,,-0.2782345,0.6450316,-1.014309,-1.403121,-0.3038911,-0.9541288,,,,,,
48497,Wise County,TX,1,-0.1053629,0.6400048,-0.9015536,0.5823902,-0.3461329,-0.0706454,-1.273093,0.5789376,-0.9401931,-0.277279,-0.7120633,-0.9545094,,,,,,,,,,,,,,,,,,
48499,Wood County,TX,3,0.2646567,0.6100719,-4.530377,-0.2778954,-0.2892255,-1.266928,,,,,,,,,,,,,0.6756036,0.5731779,-4.475939,-0.0473675,-0.3583165,-1.822242,,,,,,
48501,Yoakum County,TX,3,-1.362317,0.7044098,-0.0067673,-1.661784,-0.660948,-1.222084,,,,,,,,,,,,,-1.766796,0.6752628,-0.0081691,-1.526253,-0.7455161,-1.099254,,,,,,
48503,Young County,TX,3,-0.0560141,0.641145,-0.6085818,-0.6321156,1.04983,0.071041,,,,,,,,,,,,,0.2680573,0.6026722,-0.528549,-0.2424702,0.9389291,0.2487111,,,,,,
48505,Zapata County,TX,3,-0.8739239,0.6218594,-0.8803339,-3.331409,-0.4574854,-1.876163,,,,,,,,,,,,,-1.016528,0.5778944,-0.751376,-3.198146,-0.2478511,-2.14271,,,,,,
48507,Zavala County,TX,3,-1.200906,-0.0026733,-0.07481,-4.389623,-1.021592,-2.493673,,,,,,,,,,,,,-1.508305,-0.0480826,0.0085452,-4.904801,-1.921292,-2.83376,,,,,,
49001,Beaver County,UT,4,-2.163604,1.011103,0.7354745,0.4242475,-0.4562112,-0.3636287,,,,,,,,,,,,,,,,,,,-1.148193,1.271092,0.7641562,1.129845,0.2790796,1.057788
49003,Box Elder County,UT,2,0.0852493,1.002674,0.5572188,1.461512,0.0711382,0.9588803,,,,,,,-0.8801904,0.888297,0.4829077,1.64931,-0.5992779,0.6893072,,,,,,,,,,,,
49005,Cache County,UT,1,0.325816,0.9368535,0.2850926,0.9826694,0.2999497,0.8544514,-0.4597519,0.8744414,0.2599998,-0.1953263,0.1239248,0.1748939,,,,,,,,,,,,,,,,,,
49007,Carbon County,UT,3,-0.4452462,-1.114512,0.0132228,-0.1927466,0.8801841,-0.1143181,,,,,,,,,,,,,-0.3736077,-1.267213,0.0782657,0.2521237,1.099558,0.15547,,,,,,
49009,Daggett County,UT,4,-2.306879,1.021046,-0.1817145,-1.107301,-1.87,-1.768407,,,,,,,,,,,,,,,,,,,-1.304347,1.292078,-0.1480592,0.2656592,-0.8099055,-0.658253
49011,Davis County,UT,1,0.5829838,0.9997881,0.7630212,2.355314,-0.0989333,1.469837,-0.0167414,0.9419285,0.7463252,-1.758318,-0.3187823,0.7997219,,,,,,,,,,,,,,,,,,
49013,Duchesne County,UT,3,-1.207315,0.0057357,0.1279779,-0.7681273,-0.0900557,-0.7114722,,,,,,,,,,,,,-1.510098,-0.0386952,0.2197122,-0.3788674,0.0888421,-0.443927,,,,,,
49015,Emery County,UT,4,-1.393531,0.9548709,-0.2504492,0.245411,-0.6786205,-0.529633,,,,,,,,,,,,,,,,,,,-0.337368,1.220715,-0.2028776,1.052458,0.0279353,0.4949585
49017,Garfield County,UT,4,-2.112647,1.033071,-0.2088476,-0.4734508,-0.2795753,-0.8844321,,,,,,,,,,,,,,,,,,,-1.133214,1.295785,-0.155942,0.7544226,0.3089731,0.2182884
49019,Grand County,UT,3,-0.9741647,1.009291,-0.1361807,-0.3657747,1.243946,0.1240903,,,,,,,,,,,,,-1.201271,0.9820518,-0.025142,0.1062463,2.067316,0.5931604,,,,,,
49021,Iron County,UT,2,-0.7818781,1.035896,0.402285,0.0552107,0.5650411,0.2604144,,,,,,,-2.556712,0.9203951,0.3399169,0.0588205,0.3227417,-0.334449,,,,,,,,,,,,
49023,Juab County,UT,1,-1.197268,0.9690182,0.1654359,0.6882268,-0.7284582,-0.1911511,-3.008528,0.9158514,0.0657424,-0.3417175,-1.208621,-1.25107,,,,,,,,,,,,,,,,,,
49025,Kane County,UT,3,-1.421148,1.030547,-0.7234211,-0.0761171,0.6997205,-0.2784823,,,,,,,,,,,,,-1.921235,1.003402,-0.5925392,0.4310953,1.442585,0.1467265,,,,,,
49027,Millard County,UT,3,-1.582226,0.9847371,0.4273598,0.4951902,0.4599386,0.1089273,,,,,,,,,,,,,-2.172928,0.9534131,0.501228,1.064426,0.4940961,0.7600926,,,,,,
49029,Morgan County,UT,1,-0.7796963,0.9818746,-0.053022,2.0704,-0.770901,0.410148,-2.20081,0.926105,-0.1665788,-2.076376,-1.199635,-0.6340995,,,,,,,,,,,,,,,,,,
49031,Piute County,UT,4,-2.272378,-0.0132702,0.5939947,-0.5144401,-3.317272,-2.033813,,,,,,,,,,,,,,,,,,,-1.261814,0.1676688,0.604309,0.352681,-2.175481,-0.5825161
49033,Rich County,UT,4,-1.573701,-0.0263719,-0.1911279,-0.0553928,-0.5079561,-0.8131993,,,,,,,,,,,,,,,,,,,-0.5323339,0.1639646,-0.0731397,1.296487,0.3076698,0.2912682
49035,Salt Lake County,UT,1,0.8670279,1.0378,1.507174,1.408093,0.6559363,1.695127,0.3680896,0.9806495,1.436383,-0.5438037,0.5426298,1.223246,,,,,,,,,,,,,,,,,,
49037,San Juan County,UT,3,-1.823171,1.069889,-0.1719764,-2.498518,-0.3195182,-1.556625,,,,,,,,,,,,,-2.506738,1.043527,-0.0512762,-2.346055,-0.6361879,-1.425357,,,,,,
49039,Sanpete County,UT,3,-1.144359,0.9620109,0.1682635,0.3075253,-0.9803187,-0.4107129,,,,,,,,,,,,,-1.462333,0.9322398,0.2401038,0.7748863,-0.8677702,-0.0780219,,,,,,
49041,Sevier County,UT,3,-1.084377,0.9859483,0.4285506,0.6006799,0.4335032,0.3139494,,,,,,,,,,,,,-1.315194,0.9565138,0.5075225,1.116065,0.6701973,0.8954063,,,,,,
49043,Summit County,UT,1,-0.6211336,1.018911,-0.1358609,2.404139,1.884047,1.543215,-1.954344,0.9614491,-0.2614338,-1.278091,1.895161,0.6894935,,,,,,,,,,,,,,,,,,
49045,Tooele County,UT,1,-0.0293509,1.011168,0.3515129,1.111541,0.1583035,0.7608339,-1.137912,0.9524915,0.2974064,-0.6289529,-0.2703644,-0.0010657,,,,,,,,,,,,,,,,,,
49047,Uintah County,UT,3,-0.8273368,0.9525554,0.0997389,-0.0658216,0.4074164,0.04092,,,,,,,,,,,,,-0.9176509,0.9247578,0.1968853,0.312906,0.4687045,0.4458257,,,,,,
49049,Utah County,UT,1,0.5623099,1.037142,0.5726036,1.497299,0.1092535,1.163628,-0.0998229,0.9828933,0.5656208,-0.6604024,-0.1494855,0.5222886,,,,,,,,,,,,,,,,,,
49051,Wasatch County,UT,3,-0.957113,1.040323,-0.3134043,1.575037,0.0472469,0.3946031,,,,,,,,,,,,,-1.145746,1.008197,-0.2062342,2.136748,0.4664533,0.9269969,,,,,,
49053,Washington County,UT,1,-0.2128301,1.046132,0.070285,0.5064895,0.6268596,0.5637372,-1.226728,0.9889897,-0.0515716,0.2331313,0.3767132,-0.2019139,,,,,,,,,,,,,,,,,,
49055,Wayne County,UT,4,-2.567,0.9944344,-0.2916827,-0.1326906,0.0709027,-0.815179,,,,,,,,,,,,,,,,,,,-1.577976,1.256788,-0.2302611,0.8019564,0.7587671,0.4786327
49057,Weber County,UT,1,0.6442894,0.9868287,0.9843475,1.078574,0.3929422,1.24029,0.0741896,0.9259174,0.871307,-0.4099682,0.2771275,0.6795687,,,,,,,,,,,,,,,,,,
50001,Addison County,VT,3,-0.085877,0.9315692,0.4603958,0.88192,0.3918234,0.7535111,,,,,,,,,,,,,0.188847,0.8977049,0.5519248,1.392596,0.3455604,1.20661,,,,,,
50003,Bennington County,VT,3,0.3550888,0.9500762,0.3248616,0.6783851,1.53499,1.211027,,,,,,,,,,,,,0.8503826,0.9072088,0.4301003,1.329351,1.476631,1.698163,,,,,,
50005,Caledonia County,VT,3,-0.204634,0.9081296,0.0841537,0.1960955,0.5037663,0.380865,,,,,,,,,,,,,-0.0030141,0.8735437,0.1862695,0.6650603,0.5766168,0.7270006,,,,,,
50007,Chittenden County,VT,1,0.8448473,0.9676655,0.1427423,1.274406,1.70919,1.626165,0.2485466,0.886972,-0.0000557,-0.4869228,1.73426,1.126428,,,,,,,,,,,,,,,,,,
50009,Essex County,VT,4,-0.8191973,0.8226293,-0.1056842,-0.6993878,-2.212591,-1.233875,,,,,,,,,,,,,,,,,,,0.3124372,1.114221,-0.0395713,0.0197344,-1.283503,-0.4874629
50011,Franklin County,VT,1,0.0277705,0.9395174,0.3618523,0.7905501,0.3597957,0.7205377,-0.9700853,0.8580387,0.2426165,-0.3498396,0.1721939,-0.0039192,,,,,,,,,,,,,,,,,,
50013,Grand Isle County,VT,1,-0.4193925,0.8691593,0.4242879,0.5589614,-1.097843,-0.0503539,-1.715813,0.787916,0.1858953,-0.1354551,-1.511866,-0.951315,,,,,,,,,,,,,,,,,,
50015,Lamoille County,VT,4,-0.4765864,0.9110247,0.1805957,0.6949237,1.076163,0.7127827,,,,,,,,,,,,,,,,,,,0.731313,1.202516,0.2948129,1.359493,1.481597,1.517875
50017,Orange County,VT,4,-0.2597594,0.9150533,0.3208323,0.622094,0.0085948,0.4118961,,,,,,,,,,,,,,,,,,,1.020029,1.207605,0.3650817,1.260646,0.4128783,1.192112
50019,Orleans County,VT,3,-0.3412218,0.8510782,0.0064995,-0.4039049,0.1788461,-0.0472069,,,,,,,,,,,,,-0.2085296,0.8163548,0.1234111,0.0871188,0.0259058,0.1890981,,,,,,
50021,Rutland County,VT,2,0.5809416,0.9496363,0.1598417,0.4473174,1.393571,1.103782,,,,,,,0.2731006,0.8009204,0.1819907,0.548626,1.951404,1.034638,,,,,,,,,,,,
